contig	start	end	covergage_abs	coverage_norm
CP020131.1_contig1	250000	280000	76	0.904762
CP020131.1_contig1	260000	290000	83	0.988095
CP020131.1_contig1	270000	300000	88	1.04762
CP020131.1_contig1	280000	310000	90	1.07143
CP020131.1_contig1	290000	320000	92	1.09524
CP020131.1_contig1	300000	330000	94	1.11905
CP020131.1_contig1	310000	340000	94	1.11905
CP020131.1_contig1	320000	350000	94	1.11905
CP020131.1_contig1	330000	360000	98	1.16667
CP020131.1_contig1	340000	370000	105	1.25
CP020131.1_contig1	350000	380000	109	1.29762
CP020131.1_contig1	360000	390000	107	1.27381
CP020131.1_contig1	370000	400000	104	1.2381
CP020131.1_contig1	380000	410000	106	1.2619
CP020131.1_contig1	390000	420000	141	1.67857
CP020131.1_contig1	400000	430000	162	1.92857
CP020131.1_contig1	410000	440000	156	1.85714
CP020131.1_contig1	420000	440036	149	1.77381
CP020131.1_contig1	430000	440036	144	1.71429
CP020131.1_contig1	440000	440036	132	1.57143
CP020132.1_contig1	0	30000	191	2.27381
CP020132.1_contig1	10000	40000	147	1.75
CP020132.1_contig1	20000	50000	129	1.53571
CP020132.1_contig1	30000	60000	128	1.52381
CP020132.1_contig1	40000	70000	126	1.5
CP020132.1_contig1	50000	80000	124	1.47619
CP020132.1_contig1	60000	90000	112	1.33333
CP020132.1_contig1	70000	100000	99	1.17857
CP020132.1_contig1	80000	110000	96	1.14286
CP020132.1_contig1	90000	120000	92	1.09524
CP020132.1_contig1	100000	130000	84	1
CP020132.1_contig1	110000	140000	82	0.97619
CP020132.1_contig1	120000	150000	83	0.988095
CP020132.1_contig1	130000	160000	87	1.03571
CP020132.1_contig1	140000	170000	91	1.08333
CP020132.1_contig1	150000	180000	91	1.08333
CP020132.1_contig1	160000	190000	79	0.940476
CP020132.1_contig1	170000	200000	73	0.869048
CP020132.1_contig1	180000	210000	68	0.809524
CP020132.1_contig1	190000	220000	68	0.809524
CP020132.1_contig1	200000	230000	69	0.821429
CP020132.1_contig1	210000	240000	71	0.845238
CP020132.1_contig1	220000	250000	75	0.892857
CP020132.1_contig1	230000	260000	79	0.940476
CP020132.1_contig1	240000	270000	81	0.964286
CP020132.1_contig1	250000	280000	82	0.97619
CP020132.1_contig1	260000	290000	82	0.97619
CP020132.1_contig1	270000	300000	83	0.988095
CP020132.1_contig1	280000	310000	83	0.988095
CP020132.1_contig1	290000	320000	85	1.0119
CP020132.1_contig1	300000	330000	85	1.0119
CP020132.1_contig1	310000	340000	85	1.0119
CP020132.1_contig1	320000	350000	84	1
CP020132.1_contig1	330000	360000	87	1.03571
CP020132.1_contig1	340000	370000	91	1.08333
CP020132.1_contig1	350000	380000	91	1.08333
CP020132.1_contig1	360000	390000	91	1.08333
CP020132.1_contig1	370000	400000	88	1.04762
CP020132.1_contig1	380000	410000	91	1.08333
CP020132.1_contig1	390000	420000	95	1.13095
CP020132.1_contig1	400000	430000	97	1.15476
CP020132.1_contig1	410000	440000	95	1.13095
CP020132.1_contig1	420000	450000	92	1.09524
CP020132.1_contig1	430000	460000	90	1.07143
CP020132.1_contig1	440000	470000	88	1.04762
CP020132.1_contig1	450000	480000	83	0.988095
CP020132.1_contig1	460000	490000	80	0.952381
CP020132.1_contig1	470000	500000	74	0.880952
CP020132.1_contig1	480000	510000	73	0.869048
CP020132.1_contig1	490000	520000	75	0.892857
CP020132.1_contig1	500000	530000	76	0.904762
CP020132.1_contig1	510000	540000	74	0.880952
CP020132.1_contig1	520000	550000	75	0.892857
CP020132.1_contig1	530000	560000	80	0.952381
CP020132.1_contig1	540000	570000	86	1.02381
CP020132.1_contig1	550000	580000	93	1.10714
CP020132.1_contig1	560000	590000	93	1.10714
CP020132.1_contig1	570000	600000	88	1.04762
CP020132.1_contig1	580000	610000	88	1.04762
CP020132.1_contig1	590000	620000	91	1.08333
CP020132.1_contig1	600000	630000	93	1.10714
CP020132.1_contig1	610000	640000	94	1.11905
CP020132.1_contig1	620000	650000	97	1.15476
CP020132.1_contig1	630000	660000	100	1.19048
CP020132.1_contig1	640000	670000	108	1.28571
CP020132.1_contig1	650000	680000	118	1.40476
CP020132.1_contig1	660000	690000	135	1.60714
CP020132.1_contig1	670000	700000	139	1.65476
CP020132.1_contig1	680000	710000	137	1.63095
CP020132.1_contig1	690000	720000	137	1.63095
CP020132.1_contig1	700000	730000	143	1.70238
CP020132.1_contig1	710000	740000	148	1.7619
CP020132.1_contig1	720000	750000	141	1.67857
CP020132.1_contig1	730000	751611	130	1.54762
CP020132.1_contig1	740000	751611	126	1.5
CP020132.1_contig1	750000	751611	124	1.47619
CP020133.1_contig1	0	30000	142	1.69048
CP020133.1_contig1	10000	40000	142	1.69048
CP020133.1_contig1	20000	50000	103	1.22619
CP020133.1_contig1	30000	60000	98	1.16667
CP020133.1_contig1	40000	70000	98	1.16667
CP020133.1_contig1	50000	80000	101	1.20238
CP020133.1_contig1	60000	90000	104	1.2381
CP020133.1_contig1	70000	100000	104	1.2381
CP020133.1_contig1	80000	110000	102	1.21429
CP020133.1_contig1	90000	120000	98	1.16667
CP020133.1_contig1	100000	130000	91	1.08333
CP020133.1_contig1	110000	140000	83	0.988095
CP020133.1_contig1	120000	150000	80	0.952381
CP020133.1_contig1	130000	160000	80	0.952381
CP020133.1_contig1	140000	170000	80	0.952381
CP020133.1_contig1	150000	180000	82	0.97619
CP020133.1_contig1	160000	190000	85	1.0119
CP020133.1_contig1	170000	200000	89	1.05952
CP020133.1_contig1	180000	210000	89	1.05952
CP020133.1_contig1	190000	220000	85	1.0119
CP020133.1_contig1	200000	230000	82	0.97619
CP020133.1_contig1	210000	240000	82	0.97619
CP020133.1_contig1	220000	250000	86	1.02381
CP020133.1_contig1	230000	260000	85	1.0119
CP020133.1_contig1	240000	270000	82	0.97619
CP020133.1_contig1	250000	280000	79	0.940476
CP020133.1_contig1	260000	290000	76	0.904762
CP020133.1_contig1	270000	300000	73	0.869048
CP020133.1_contig1	280000	310000	69	0.821429
CP020133.1_contig1	290000	320000	69	0.821429
CP020133.1_contig1	300000	330000	76	0.904762
CP020133.1_contig1	310000	340000	82	0.97619
CP020133.1_contig1	320000	350000	89	1.05952
CP020133.1_contig1	330000	360000	91	1.08333
CP020133.1_contig1	340000	370000	89	1.05952
CP020133.1_contig1	350000	380000	87	1.03571
CP020133.1_contig1	360000	390000	85	1.0119
CP020133.1_contig1	370000	400000	82	0.97619
CP020133.1_contig1	380000	410000	78	0.928571
CP020133.1_contig1	390000	420000	74	0.880952
CP020133.1_contig1	400000	430000	72	0.857143
CP020133.1_contig1	410000	440000	73	0.869048
CP020133.1_contig1	420000	450000	79	0.940476
CP020133.1_contig1	430000	460000	86	1.02381
CP020133.1_contig1	440000	470000	88	1.04762
CP020133.1_contig1	450000	480000	89	1.05952
CP020133.1_contig1	460000	490000	91	1.08333
CP020133.1_contig1	470000	500000	92	1.09524
CP020133.1_contig1	480000	510000	91	1.08333
CP020133.1_contig1	490000	520000	83	0.988095
CP020133.1_contig1	500000	530000	79	0.940476
CP020133.1_contig1	510000	540000	79	0.940476
CP020133.1_contig1	520000	550000	85	1.0119
CP020133.1_contig1	530000	560000	97	1.15476
CP020133.1_contig1	540000	570000	109	1.29762
CP020133.1_contig1	550000	580000	114	1.35714
CP020133.1_contig1	560000	590000	119	1.41667
CP020133.1_contig1	570000	600000	132	1.57143
CP020133.1_contig1	580000	610000	135	1.60714
CP020133.1_contig1	590000	620000	132	1.57143
CP020133.1_contig1	600000	630000	131	1.55952
CP020133.1_contig1	610000	640000	133	1.58333
CP020133.1_contig1	620000	650000	162	1.92857
CP020133.1_contig1	630000	660000	162	1.92857
CP020133.1_contig1	640000	666862	155	1.84524
CP020133.1_contig1	650000	666862	149	1.77381
CP020133.1_contig1	660000	666862	144	1.71429
CP020134.1_contig1	0	30000	153	1.82143
CP020134.1_contig1	10000	40000	140	1.66667
CP020134.1_contig1	20000	50000	124	1.47619
CP020134.1_contig1	30000	60000	107	1.27381
CP020134.1_contig1	40000	70000	102	1.21429
CP020134.1_contig1	50000	80000	98	1.16667
CP020134.1_contig1	60000	90000	91	1.08333
CP020134.1_contig1	70000	100000	85	1.0119
CP020134.1_contig1	80000	110000	82	0.97619
CP020134.1_contig1	90000	120000	82	0.97619
CP020134.1_contig1	100000	130000	85	1.0119
CP020134.1_contig1	110000	140000	87	1.03571
CP020134.1_contig1	120000	150000	87	1.03571
CP020134.1_contig1	130000	160000	85	1.0119
CP020134.1_contig1	140000	170000	81	0.964286
CP020134.1_contig1	150000	180000	75	0.892857
CP020134.1_contig1	160000	190000	67	0.797619
CP020134.1_contig1	170000	200000	60	0.714286
CP020134.1_contig1	180000	210000	58	0.690476
CP020134.1_contig1	190000	220000	57	0.678571
CP020134.1_contig1	200000	230000	57	0.678571
CP020134.1_contig1	210000	240000	56	0.666667
CP020134.1_contig1	220000	250000	57	0.678571
CP020134.1_contig1	230000	260000	66	0.785714
CP020134.1_contig1	240000	270000	73	0.869048
CP020134.1_contig1	250000	280000	73	0.869048
CP020134.1_contig1	260000	290000	69	0.821429
CP020134.1_contig1	270000	300000	64	0.761905
CP020134.1_contig1	280000	310000	58	0.690476
CP020134.1_contig1	290000	320000	56	0.666667
CP020134.1_contig1	300000	330000	52	0.619048
CP020134.1_contig1	310000	340000	52	0.619048
CP020134.1_contig1	320000	350000	58	0.690476
CP020134.1_contig1	330000	360000	64	0.761905
CP020134.1_contig1	340000	370000	67	0.797619
CP020134.1_contig1	350000	380000	68	0.809524
CP020134.1_contig1	360000	390000	65	0.77381
CP020134.1_contig1	370000	400000	65	0.77381
CP020134.1_contig1	380000	410000	65	0.77381
CP020134.1_contig1	390000	420000	64	0.761905
CP020134.1_contig1	400000	430000	57	0.678571
CP020134.1_contig1	410000	440000	55	0.654762
CP020134.1_contig1	420000	450000	57	0.678571
CP020134.1_contig1	430000	451611	59	0.702381
CP020134.1_contig1	440000	451611	67	0.797619
CP020134.1_contig1	450000	451611	72	0.857143
CP020134.1_contig2	0	30000	54	0.642857
CP020134.1_contig2	10000	40000	54	0.642857
CP020134.1_contig2	20000	50000	54	0.642857
CP020134.1_contig2	30000	60000	56	0.666667
CP020134.1_contig2	40000	70000	56	0.666667
CP020134.1_contig2	50000	80000	57	0.678571
CP020134.1_contig2	60000	90000	56	0.666667
CP020134.1_contig2	70000	100000	57	0.678571
CP020134.1_contig2	80000	110000	59	0.702381
CP020134.1_contig2	90000	120000	64	0.761905
CP020134.1_contig2	100000	130000	65	0.77381
CP020134.1_contig2	110000	140000	64	0.761905
CP020134.1_contig2	120000	150000	64	0.761905
CP020134.1_contig2	130000	160000	63	0.75
CP020134.1_contig2	140000	170000	61	0.72619
CP020134.1_contig2	150000	180000	62	0.738095
CP020134.1_contig2	160000	190000	61	0.72619
CP020134.1_contig2	170000	200000	59	0.702381
CP020134.1_contig2	180000	210000	59	0.702381
CP020134.1_contig2	190000	220000	61	0.72619
CP020134.1_contig2	200000	230000	67	0.797619
CP020134.1_contig2	210000	240000	69	0.821429
CP020134.1_contig2	220000	250000	71	0.845238
CP020134.1_contig2	230000	260000	75	0.892857
CP020134.1_contig2	240000	270000	74	0.880952
CP020134.1_contig2	250000	280000	71	0.845238
CP020134.1_contig2	260000	290000	60	0.714286
CP020134.1_contig2	270000	300000	58	0.690476
CP020134.1_contig2	280000	310000	57	0.678571
CP020134.1_contig2	290000	320000	56	0.666667
CP020134.1_contig2	300000	330000	56	0.666667
CP020134.1_contig2	310000	340000	57	0.678571
CP020134.1_contig2	320000	350000	55	0.654762
CP020134.1_contig2	330000	360000	53	0.630952
CP020134.1_contig2	340000	370000	51	0.607143
CP020134.1_contig2	350000	380000	51	0.607143
CP020134.1_contig2	360000	390000	52	0.619048
CP020134.1_contig2	370000	400000	56	0.666667
CP020134.1_contig2	380000	410000	66	0.785714
CP020134.1_contig2	390000	420000	72	0.857143
CP020134.1_contig2	400000	430000	75	0.892857
CP020134.1_contig2	410000	440000	78	0.928571
CP020134.1_contig2	420000	450000	79	0.940476
CP020134.1_contig2	430000	460000	79	0.940476
CP020134.1_contig2	440000	470000	77	0.916667
CP020134.1_contig2	450000	480000	78	0.928571
CP020134.1_contig2	460000	490000	81	0.964286
CP020134.1_contig2	470000	500000	89	1.05952
CP020134.1_contig2	480000	510000	89	1.05952
CP020134.1_contig2	490000	520000	87	1.03571
CP020134.1_contig2	500000	530000	86	1.02381
CP020134.1_contig2	510000	540000	88	1.04762
CP020134.1_contig2	520000	550000	99	1.17857
CP020134.1_contig2	530000	560000	100	1.19048
CP020134.1_contig2	540000	570000	100	1.19048
CP020134.1_contig2	550000	580000	100	1.19048
CP020134.1_contig2	560000	590000	102	1.21429
CP020134.1_contig2	570000	600000	111	1.32143
CP020134.1_contig2	580000	606574	115	1.36905
CP020134.1_contig2	590000	606574	286	3.40476
CP020134.1_contig2	600000	606574	112	1.33333
CP020135.1_contig1	0	30000	147	1.75
CP020135.1_contig1	10000	40000	156	1.85714
CP020135.1_contig1	20000	50000	156	1.85714
CP020135.1_contig1	30000	60000	140	1.66667
CP020135.1_contig1	40000	70000	125	1.4881
CP020135.1_contig1	50000	80000	120	1.42857
CP020135.1_contig1	60000	90000	104	1.2381
CP020135.1_contig1	70000	100000	99	1.17857
CP020135.1_contig1	80000	110000	94	1.11905
CP020135.1_contig1	90000	120000	94	1.11905
CP020135.1_contig1	100000	130000	96	1.14286
CP020135.1_contig1	110000	140000	98	1.16667
CP020135.1_contig1	120000	150000	100	1.19048
CP020135.1_contig1	130000	160000	100	1.19048
CP020135.1_contig1	140000	170000	96	1.14286
CP020135.1_contig1	150000	180000	90	1.07143
CP020135.1_contig1	160000	190000	88	1.04762
CP020135.1_contig1	170000	200000	91	1.08333
CP020135.1_contig1	180000	210000	91	1.08333
CP020135.1_contig1	190000	220000	87	1.03571
CP020135.1_contig1	200000	230000	84	1
CP020135.1_contig1	210000	240000	83	0.988095
CP020135.1_contig1	220000	250000	82	0.97619
CP020135.1_contig1	230000	260000	79	0.940476
CP020135.1_contig1	240000	270000	79	0.940476
CP020135.1_contig1	250000	280000	80	0.952381
CP020135.1_contig1	260000	290000	81	0.964286
CP020135.1_contig1	270000	300000	82	0.97619
CP020135.1_contig1	280000	310000	82	0.97619
CP020135.1_contig1	290000	320000	82	0.97619
CP020135.1_contig1	300000	330000	81	0.964286
CP020135.1_contig1	310000	340000	84	1
CP020135.1_contig1	320000	350000	87	1.03571
CP020135.1_contig1	330000	360000	87	1.03571
CP020135.1_contig1	340000	370000	77	0.916667
CP020135.1_contig1	350000	380000	68	0.809524
CP020135.1_contig1	360000	390000	68	0.809524
CP020135.1_contig1	370000	400000	74	0.880952
CP020135.1_contig1	380000	410000	85	1.0119
CP020135.1_contig1	390000	420000	88	1.04762
CP020135.1_contig1	400000	430000	92	1.09524
CP020135.1_contig1	410000	440000	93	1.10714
CP020135.1_contig1	420000	450000	92	1.09524
CP020135.1_contig1	430000	460000	85	1.0119
CP020135.1_contig1	440000	470000	76	0.904762
CP020135.1_contig1	450000	480000	67	0.797619
CP020135.1_contig1	460000	490000	63	0.75
CP020135.1_contig1	470000	500000	63	0.75
CP020135.1_contig1	480000	510000	65	0.77381
CP020135.1_contig1	490000	520000	71	0.845238
CP020135.1_contig1	500000	530000	76	0.904762
CP020135.1_contig1	510000	540000	78	0.928571
CP020135.1_contig1	520000	550000	77	0.916667
CP020135.1_contig1	530000	560000	72	0.857143
CP020135.1_contig1	540000	570000	67	0.797619
CP020135.1_contig1	550000	580000	64	0.761905
CP020135.1_contig1	560000	590000	64	0.761905
CP020135.1_contig1	570000	600000	66	0.785714
CP020135.1_contig1	580000	610000	70	0.833333
CP020135.1_contig1	590000	620000	78	0.928571
CP020135.1_contig1	600000	630000	81	0.964286
CP020135.1_contig1	610000	640000	80	0.952381
CP020135.1_contig1	620000	650000	74	0.880952
CP020135.1_contig1	630000	660000	71	0.845238
CP020135.1_contig1	640000	670000	67	0.797619
CP020135.1_contig1	650000	680000	65	0.77381
CP020135.1_contig1	660000	690000	65	0.77381
CP020135.1_contig1	670000	700000	65	0.77381
CP020135.1_contig1	680000	710000	66	0.785714
CP020135.1_contig1	690000	720000	67	0.797619
CP020135.1_contig1	700000	730000	71	0.845238
CP020135.1_contig1	710000	740000	78	0.928571
CP020135.1_contig1	720000	750000	86	1.02381
CP020135.1_contig1	730000	760000	88	1.04762
CP020135.1_contig1	740000	770000	88	1.04762
CP020135.1_contig1	750000	780000	84	1
CP020135.1_contig1	760000	790000	79	0.940476
CP020135.1_contig1	770000	800000	78	0.928571
CP020135.1_contig1	780000	810000	81	0.964286
CP020135.1_contig1	790000	820000	83	0.988095
CP020135.1_contig1	800000	830000	84	1
CP020135.1_contig1	810000	840000	86	1.02381
CP020135.1_contig1	820000	850000	95	1.13095
CP020135.1_contig1	830000	860000	104	1.2381
CP020135.1_contig1	840000	870000	104	1.2381
CP020135.1_contig1	850000	880000	101	1.20238
CP020135.1_contig1	860000	890000	100	1.19048
CP020135.1_contig1	870000	900000	103	1.22619
CP020135.1_contig1	880000	910000	113	1.34524
CP020135.1_contig1	890000	920000	129	1.53571
CP020135.1_contig1	900000	930000	129	1.53571
CP020135.1_contig1	910000	930506	125	1.4881
CP020135.1_contig1	920000	930506	120	1.42857
CP020135.1_contig1	930000	930506	118	1.40476
CP020136.1_contig1	0	30000	132	1.57143
CP020136.1_contig1	10000	40000	136	1.61905
CP020136.1_contig1	20000	50000	133	1.58333
CP020136.1_contig1	30000	60000	124	1.47619
CP020136.1_contig1	40000	70000	122	1.45238
CP020136.1_contig1	50000	80000	120	1.42857
CP020136.1_contig1	60000	90000	117	1.39286
CP020136.1_contig1	70000	100000	108	1.28571
CP020136.1_contig1	80000	110000	103	1.22619
CP020136.1_contig1	90000	120000	98	1.16667
CP020136.1_contig1	100000	130000	96	1.14286
CP020136.1_contig1	110000	140000	95	1.13095
CP020136.1_contig1	120000	150000	88	1.04762
CP020136.1_contig1	130000	160000	84	1
CP020136.1_contig1	140000	170000	87	1.03571
CP020136.1_contig1	150000	180000	89	1.05952
CP020136.1_contig1	160000	190000	92	1.09524
CP020136.1_contig1	170000	200000	95	1.13095
CP020136.1_contig1	180000	210000	97	1.15476
CP020136.1_contig1	190000	220000	101	1.20238
CP020136.1_contig1	200000	230000	103	1.22619
CP020136.1_contig1	210000	240000	105	1.25
CP020136.1_contig1	220000	250000	102	1.21429
CP020136.1_contig1	230000	260000	99	1.17857
CP020136.1_contig1	240000	270000	96	1.14286
CP020136.1_contig1	250000	280000	86	1.02381
CP020136.1_contig1	260000	290000	76	0.904762
CP020136.1_contig1	270000	300000	73	0.869048
CP020136.1_contig1	280000	310000	73	0.869048
CP020136.1_contig1	290000	320000	74	0.880952
CP020136.1_contig1	300000	330000	74	0.880952
CP020136.1_contig1	310000	340000	72	0.857143
CP020136.1_contig1	320000	350000	71	0.845238
CP020136.1_contig1	330000	360000	73	0.869048
CP020136.1_contig1	340000	370000	80	0.952381
CP020136.1_contig1	350000	380000	83	0.988095
CP020136.1_contig1	360000	390000	87	1.03571
CP020136.1_contig1	370000	400000	87	1.03571
CP020136.1_contig1	380000	410000	85	1.0119
CP020136.1_contig1	390000	420000	81	0.964286
CP020136.1_contig1	400000	430000	79	0.940476
CP020136.1_contig1	410000	440000	76	0.904762
CP020136.1_contig1	420000	450000	77	0.916667
CP020136.1_contig1	430000	460000	80	0.952381
CP020136.1_contig1	440000	470000	84	1
CP020136.1_contig1	450000	480000	85	1.0119
CP020136.1_contig1	460000	490000	84	1
CP020136.1_contig1	470000	500000	78	0.928571
CP020136.1_contig1	480000	510000	74	0.880952
CP020136.1_contig1	490000	520000	72	0.857143
CP020136.1_contig1	500000	530000	75	0.892857
CP020136.1_contig1	510000	540000	80	0.952381
CP020136.1_contig1	520000	550000	82	0.97619
CP020136.1_contig1	530000	560000	83	0.988095
CP020136.1_contig1	540000	570000	85	1.0119
CP020136.1_contig1	550000	580000	90	1.07143
CP020136.1_contig1	560000	590000	91	1.08333
CP020136.1_contig1	570000	600000	90	1.07143
CP020136.1_contig1	580000	610000	88	1.04762
CP020136.1_contig1	590000	620000	87	1.03571
CP020136.1_contig1	600000	630000	90	1.07143
CP020136.1_contig1	610000	640000	96	1.14286
CP020136.1_contig1	620000	650000	99	1.17857
CP020136.1_contig1	630000	660000	100	1.19048
CP020136.1_contig1	640000	670000	97	1.15476
CP020136.1_contig1	650000	680000	90	1.07143
CP020136.1_contig1	660000	690000	87	1.03571
CP020136.1_contig1	670000	700000	89	1.05952
CP020136.1_contig1	680000	710000	100	1.19048
CP020136.1_contig1	690000	720000	109	1.29762
CP020136.1_contig1	700000	730000	125	1.4881
CP020136.1_contig1	710000	740000	129	1.53571
CP020136.1_contig1	720000	750000	132	1.57143
CP020136.1_contig1	730000	760000	155	1.84524
CP020136.1_contig1	740000	770000	155	1.84524
CP020136.1_contig1	750000	777615	145	1.72619
CP020136.1_contig1	760000	777615	140	1.66667
CP020136.1_contig1	770000	777615	137	1.63095
CP020137.1_contig1	0	30000	124	1.47619
CP020137.1_contig1	10000	40000	127	1.5119
CP020137.1_contig1	20000	50000	118	1.40476
CP020137.1_contig1	30000	60000	110	1.30952
CP020137.1_contig1	40000	70000	110	1.30952
CP020137.1_contig1	50000	80000	114	1.35714
CP020137.1_contig1	60000	90000	117	1.39286
CP020137.1_contig1	70000	100000	116	1.38095
CP020137.1_contig1	80000	110000	103	1.22619
CP020137.1_contig1	90000	120000	95	1.13095
CP020137.1_contig1	100000	130000	93	1.10714
CP020137.1_contig1	110000	140000	93	1.10714
CP020137.1_contig1	120000	150000	95	1.13095
CP020137.1_contig1	130000	160000	96	1.14286
CP020137.1_contig1	140000	170000	95	1.13095
CP020137.1_contig1	150000	180000	93	1.10714
CP020137.1_contig1	160000	190000	91	1.08333
CP020137.1_contig1	170000	200000	91	1.08333
CP020137.1_contig1	180000	210000	91	1.08333
CP020137.1_contig1	190000	220000	93	1.10714
CP020137.1_contig1	200000	230000	94	1.11905
CP020137.1_contig1	210000	240000	95	1.13095
CP020137.1_contig1	220000	250000	95	1.13095
CP020137.1_contig1	230000	260000	92	1.09524
CP020137.1_contig1	240000	270000	83	0.988095
CP020137.1_contig1	250000	280000	77	0.916667
CP020137.1_contig1	260000	290000	76	0.904762
CP020137.1_contig1	270000	300000	76	0.904762
CP020137.1_contig1	280000	310000	75	0.892857
CP020137.1_contig1	290000	320000	74	0.880952
CP020137.1_contig1	300000	330000	74	0.880952
CP020137.1_contig1	310000	340000	76	0.904762
CP020137.1_contig1	320000	350000	77	0.916667
CP020137.1_contig1	330000	360000	78	0.928571
CP020137.1_contig1	340000	370000	78	0.928571
CP020137.1_contig1	350000	380000	78	0.928571
CP020137.1_contig1	360000	390000	80	0.952381
CP020137.1_contig1	370000	400000	80	0.952381
CP020137.1_contig1	380000	410000	77	0.916667
CP020137.1_contig1	390000	420000	73	0.869048
CP020137.1_contig1	400000	430000	74	0.880952
CP020137.1_contig1	410000	440000	76	0.904762
CP020137.1_contig1	420000	450000	85	1.0119
CP020137.1_contig1	430000	460000	86	1.02381
CP020137.1_contig1	440000	470000	87	1.03571
CP020137.1_contig1	450000	480000	86	1.02381
CP020137.1_contig1	460000	490000	87	1.03571
CP020137.1_contig1	470000	500000	84	1
CP020137.1_contig1	480000	510000	77	0.916667
CP020137.1_contig1	490000	520000	77	0.916667
CP020137.1_contig1	500000	530000	79	0.940476
CP020137.1_contig1	510000	540000	78	0.928571
CP020137.1_contig1	520000	550000	75	0.892857
CP020137.1_contig1	530000	560000	73	0.869048
CP020137.1_contig1	540000	570000	72	0.857143
CP020137.1_contig1	550000	580000	69	0.821429
CP020137.1_contig1	560000	590000	69	0.821429
CP020137.1_contig1	570000	600000	70	0.833333
CP020137.1_contig1	580000	610000	74	0.880952
CP020137.1_contig1	590000	620000	78	0.928571
CP020137.1_contig1	600000	630000	77	0.916667
CP020137.1_contig1	610000	640000	69	0.821429
CP020137.1_contig1	620000	650000	66	0.785714
CP020137.1_contig1	630000	660000	65	0.77381
CP020137.1_contig1	640000	670000	67	0.797619
CP020137.1_contig1	650000	680000	79	0.940476
CP020137.1_contig1	660000	690000	87	1.03571
CP020137.1_contig1	670000	700000	92	1.09524
CP020137.1_contig1	680000	710000	93	1.10714
CP020137.1_contig1	690000	720000	91	1.08333
CP020137.1_contig1	700000	730000	85	1.0119
CP020137.1_contig1	710000	740000	79	0.940476
CP020137.1_contig1	720000	750000	79	0.940476
CP020137.1_contig1	730000	760000	76	0.904762
CP020137.1_contig1	740000	770000	76	0.904762
CP020137.1_contig1	750000	780000	74	0.880952
CP020137.1_contig1	760000	790000	73	0.869048
CP020137.1_contig1	770000	800000	73	0.869048
CP020137.1_contig1	780000	810000	76	0.904762
CP020137.1_contig1	790000	820000	76	0.904762
CP020137.1_contig1	800000	830000	75	0.892857
CP020137.1_contig1	810000	840000	73	0.869048
CP020137.1_contig1	820000	850000	71	0.845238
CP020137.1_contig1	830000	860000	64	0.761905
CP020137.1_contig1	840000	870000	64	0.761905
CP020137.1_contig1	850000	880000	73	0.869048
CP020137.1_contig1	860000	890000	79	0.940476
CP020137.1_contig1	870000	900000	79	0.940476
CP020137.1_contig1	880000	910000	79	0.940476
CP020137.1_contig1	890000	920000	84	1
CP020137.1_contig1	900000	930000	91	1.08333
CP020137.1_contig1	910000	940000	94	1.11905
CP020137.1_contig1	920000	950000	100	1.19048
CP020137.1_contig1	930000	960000	102	1.21429
CP020137.1_contig1	940000	970000	103	1.22619
CP020137.1_contig1	950000	980000	103	1.22619
CP020137.1_contig1	960000	990000	105	1.25
CP020137.1_contig1	970000	1000000	108	1.28571
CP020137.1_contig1	980000	1010000	113	1.34524
CP020137.1_contig1	990000	1020000	114	1.35714
CP020137.1_contig1	1000000	1030000	115	1.36905
CP020137.1_contig1	1010000	1040000	115	1.36905
CP020137.1_contig1	1020000	1050000	110	1.30952
CP020137.1_contig1	1030000	1060000	110	1.30952
CP020137.1_contig1	1040000	1070000	128	1.52381
CP020137.1_contig1	1050000	1080000	159	1.89286
CP020137.1_contig1	1060000	1090000	161	1.91667
CP020137.1_contig1	1070000	1091343	157	1.86905
CP020137.1_contig1	1080000	1091343	156	1.85714
CP020137.1_contig1	1090000	1091343	151	1.79762
CP020138.1_contig1	0	30000	186	2.21429
CP020138.1_contig1	10000	40000	168	2
CP020138.1_contig1	20000	50000	152	1.80952
CP020138.1_contig1	30000	60000	118	1.40476
CP020138.1_contig1	40000	70000	104	1.2381
CP020138.1_contig1	50000	80000	100	1.19048
CP020138.1_contig1	60000	90000	96	1.14286
CP020138.1_contig1	70000	100000	95	1.13095
CP020138.1_contig1	80000	110000	93	1.10714
CP020138.1_contig1	90000	120000	93	1.10714
CP020138.1_contig1	100000	130000	87	1.03571
CP020138.1_contig1	110000	140000	80	0.952381
CP020138.1_contig1	120000	150000	73	0.869048
CP020138.1_contig1	130000	160000	72	0.857143
CP020138.1_contig1	140000	170000	73	0.869048
CP020138.1_contig1	150000	180000	78	0.928571
CP020138.1_contig1	160000	190000	85	1.0119
CP020138.1_contig1	170000	200000	87	1.03571
CP020138.1_contig1	180000	210000	85	1.0119
CP020138.1_contig1	190000	220000	79	0.940476
CP020138.1_contig1	200000	230000	66	0.785714
CP020138.1_contig1	210000	240000	65	0.77381
CP020138.1_contig1	220000	250000	67	0.797619
CP020138.1_contig1	230000	260000	72	0.857143
CP020138.1_contig1	240000	270000	73	0.869048
CP020138.1_contig1	250000	280000	72	0.857143
CP020138.1_contig1	260000	290000	70	0.833333
CP020138.1_contig1	270000	300000	66	0.785714
CP020138.1_contig1	280000	310000	66	0.785714
CP020138.1_contig1	290000	320000	69	0.821429
CP020138.1_contig1	300000	330000	71	0.845238
